20230801 000000;1.098540;1.098540;1.098390;1.098400;0
20230801 000100;1.098410;1.098410;1.098340;1.098350;0
20230801 000200;1.098350;1.098350;1.098340;1.098350;0
20230801 000300;1.098380;1.098390;1.098360;1.098390;0
20230801 000400;1.098400;1.098400;1.098350;1.098350;0
20230801 000500;1.098360;1.098390;1.098350;1.098390;0
20230801 000600;1.098380;1.098380;1.098340;1.098340;0
20230801 000700;1.098340;1.098390;1.098340;1.098390;0
20230801 000800;1.098400;1.098430;1.098340;1.098370;0
20230801 000900;1.098380;1.098390;1.098360;1.098360;0
20230801 001000;1.098360;1.098360;1.098300;1.098300;0
20230801 001100;1.098300;1.098300;1.098300;1.098300;0
20230801 001200;1.098300;1.098340;1.098290;1.098340;0
20230801 001300;1.098340;1.098380;1.098320;1.098340;0
20230801 001400;1.098340;1.098380;1.098320;1.098360;0
20230801 001500;1.098360;1.098360;1.098340;1.098340;0
20230801 001600;1.098340;1.098350;1.098320;1.098350;0
20230801 001700;1.098350;1.098350;1.098300;1.098310;0
20230801 001800;1.098310;1.098310;1.098240;1.098240;0
20230801 001900;1.098240;1.098240;1.098190;1.098210;0
20230801 002000;1.098210;1.098270;1.098210;1.098270;0
20230801 002100;1.098270;1.098340;1.098270;1.098340;0
20230801 002200;1.098320;1.098360;1.098320;1.098350;0
20230801 002300;1.098350;1.098350;1.098340;1.098350;0
20230801 002400;1.098350;1.098370;1.098340;1.098360;0
20230801 002500;1.098370;1.098390;1.098350;1.098350;0
20230801 002600;1.098360;1.098360;1.098350;1.098350;0
20230801 002700;1.098340;1.098400;1.098320;1.098400;0
20230801 002800;1.098390;1.098450;1.098390;1.098440;0
20230801 002900;1.098440;1.098680;1.098440;1.098510;0
20230801 003000;1.098510;1.098530;1.098250;1.098330;0
20230801 003100;1.098330;1.098450;1.098290;1.098420;0
20230801 003200;1.098420;1.098650;1.098420;1.098630;0
20230801 003300;1.098630;1.098780;1.098610;1.098690;0
20230801 003400;1.098690;1.098730;1.098630;1.098650;0
20230801 003500;1.098650;1.098750;1.098640;1.098700;0
20230801 003600;1.098680;1.098680;1.098560;1.098560;0
20230801 003700;1.098560;1.098600;1.098440;1.098510;0
20230801 003800;1.098510;1.098590;1.098500;1.098560;0
20230801 003900;1.098560;1.098590;1.098550;1.098550;0
20230801 004000;1.098550;1.098610;1.098520;1.098520;0
20230801 004100;1.098510;1.098590;1.098470;1.098580;0
20230801 004200;1.098590;1.098690;1.098560;1.098690;0
20230801 004300;1.098690;1.098780;1.098660;1.098740;0
20230801 004400;1.098740;1.098760;1.098680;1.098680;0
20230801 004500;1.098680;1.098720;1.098680;1.098710;0
20230801 004600;1.098720;1.098760;1.098720;1.098740;0
20230801 004700;1.098750;1.098850;1.098750;1.098850;0
20230801 004800;1.098860;1.098880;1.098850;1.098860;0
20230801 004900;1.098860;1.098860;1.098760;1.098760;0
20230801 005000;1.098760;1.098870;1.098750;1.098840;0
20230801 005100;1.098830;1.098850;1.098800;1.098850;0
20230801 005200;1.098850;1.099020;1.098850;1.098940;0
20230801 005300;1.098940;1.099010;1.098880;1.098900;0
20230801 005400;1.098900;1.098910;1.098850;1.098850;0
20230801 005500;1.098840;1.098850;1.098740;1.098750;0
20230801 005600;1.098750;1.099070;1.098750;1.099050;0
20230801 005700;1.099050;1.099100;1.099050;1.099070;0
20230801 005800;1.099070;1.099070;1.098980;1.099040;0
