20230901 000000;1.084160;1.084160;1.084060;1.084140;0
20230901 000100;1.084140;1.084150;1.084110;1.084130;0
20230901 000200;1.084130;1.084210;1.084130;1.084190;0
20230901 000300;1.084180;1.084240;1.084180;1.084190;0
20230901 000400;1.084190;1.084230;1.084180;1.084230;0
20230901 000500;1.084230;1.084230;1.084190;1.084190;0
20230901 000600;1.084190;1.084190;1.084090;1.084090;0
20230901 000700;1.084090;1.084120;1.084000;1.084090;0
20230901 000800;1.084110;1.084120;1.084080;1.084090;0
20230901 000900;1.084080;1.084080;1.083950;1.084010;0
20230901 001000;1.084000;1.084090;1.083990;1.084020;0
20230901 001100;1.084010;1.084030;1.083880;1.083880;0
20230901 001200;1.083880;1.083890;1.083840;1.083890;0
20230901 001300;1.083880;1.083990;1.083880;1.083960;0
20230901 001400;1.083950;1.083980;1.083950;1.083980;0
20230901 001500;1.083960;1.083960;1.083910;1.083920;0
20230901 001600;1.083910;1.083930;1.083870;1.083910;0
20230901 001700;1.083900;1.083940;1.083880;1.083930;0
20230901 001800;1.083930;1.083940;1.083890;1.083920;0
20230901 001900;1.083900;1.083900;1.083880;1.083880;0
20230901 002000;1.083880;1.083880;1.083880;1.083880;0
20230901 002100;1.083850;1.083870;1.083780;1.083830;0
20230901 002200;1.083820;1.083850;1.083810;1.083840;0
20230901 002300;1.083840;1.083880;1.083840;1.083880;0
20230901 002400;1.083890;1.083890;1.083830;1.083880;0
20230901 002500;1.083880;1.083960;1.083840;1.083950;0
20230901 002600;1.083950;1.084000;1.083950;1.083990;0
20230901 002700;1.083990;1.084040;1.083990;1.084040;0
20230901 002800;1.084040;1.084050;1.084040;1.084050;0
20230901 002900;1.084060;1.084070;1.084040;1.084050;0
20230901 003000;1.084050;1.084050;1.084040;1.084040;0
20230901 003100;1.084050;1.084110;1.084050;1.084100;0
20230901 003200;1.084100;1.084150;1.084090;1.084140;0
20230901 003300;1.084150;1.084270;1.084150;1.084240;0
20230901 003400;1.084240;1.084280;1.084230;1.084270;0
20230901 003500;1.084280;1.084330;1.084250;1.084250;0
20230901 003600;1.084270;1.084290;1.084260;1.084280;0
20230901 003700;1.084290;1.084290;1.084270;1.084280;0
20230901 003800;1.084290;1.084340;1.084280;1.084290;0
20230901 003900;1.084280;1.084310;1.084280;1.084290;0
20230901 004000;1.084300;1.084340;1.084300;1.084340;0
20230901 004100;1.084340;1.084420;1.084340;1.084410;0
20230901 004200;1.084420;1.084440;1.084380;1.084380;0
20230901 004300;1.084380;1.084380;1.084290;1.084290;0
20230901 004400;1.084290;1.084290;1.084280;1.084280;0
20230901 004500;1.084290;1.084340;1.084240;1.084240;0
20230901 004600;1.084230;1.084270;1.084230;1.084270;0
20230901 004700;1.084280;1.084340;1.084280;1.084330;0
20230901 004800;1.084340;1.084340;1.084180;1.084220;0
20230901 004900;1.084230;1.084230;1.084220;1.084230;0
20230901 005000;1.084240;1.084340;1.084230;1.084330;0
20230901 005100;1.084340;1.084390;1.084340;1.084390;0
20230901 005200;1.084380;1.084400;1.084360;1.084390;0
20230901 005300;1.084390;1.084410;1.084390;1.084390;0
20230901 005400;1.084390;1.084390;1.084340;1.084390;0
20230901 005500;1.084390;1.084640;1.084390;1.084640;0
20230901 005600;1.084640;1.084650;1.084590;1.084590;0
20230901 005700;1.084590;1.084650;1.084580;1.084650;0
20230901 005800;1.084650;1.084700;1.084640;1.084680;0
20230901 005900;1.084670;1.084680;1.084640;1.084640;0
20230901 010000;1.084630;1.084650;1.084610;1.084650;0
20230901 010100;1.084650;1.084690;1.084640;1.084670;0
20230901 010200;1.084680;1.084690;1.084670;1.084690;0
20230901 010300;1.084700;1.084700;1.084660;1.084670;0
20230901 010400;1.084670;1.084690;1.084630;1.084630;0
20230901 010500;1.084630;1.084690;1.084630;1.084690;0
20230901 010700;1.084710;1.084710;1.084680;1.084680;0
20230901 010800;1.084660;1.084660;1.084620;1.084620;0
20230901 010900;1.084630;1.084630;1.084580;1.084620;0
20230901 011000;1.084600;1.084610;1.084570;1.084590;0
20230901 011100;1.084610;1.084640;1.084550;1.084550;0
20230901 011200;1.084560;1.084640;1.084530;1.084630;0
20230901 011300;1.084640;1.084640;1.084640;1.084640;0
20230901 011400;1.084640;1.084640;1.084530;1.084590;0
20230901 011500;1.084600;1.084600;1.084530;1.084560;0
20230901 011600;1.084560;1.084590;1.084520;1.084560;0
20230901 011700;1.084570;1.084630;1.084570;1.084630;0
20230901 011800;1.084640;1.084650;1.084630;1.084640;0
20230901 011900;1.084640;1.084680;1.084640;1.084680;0
20230901 012000;1.084690;1.084730;1.084690;1.084710;0
20230901 012100;1.084690;1.084690;1.084590;1.084660;0
20230901 012200;1.084660;1.084660;1.084580;1.084600;0
20230901 012300;1.084600;1.084640;1.084590;1.084590;0
20230901 012400;1.084610;1.084680;1.084600;1.084670;0
20230901 012500;1.084670;1.084670;1.084550;1.084570;0
20230901 012600;1.084580;1.084660;1.084580;1.084650;0
20230901 012700;1.084650;1.084670;1.084570;1.084660;0
20230901 012800;1.084660;1.084670;1.084630;1.084670;0
20230901 012900;1.084670;1.084700;1.084620;1.084640;0
20230901 013000;1.084650;1.084650;1.084550;1.084590;0
20230901 013100;1.084590;1.084690;1.084590;1.084690;0
20230901 013200;1.084730;1.084770;1.084680;1.084750;0
20230901 013300;1.084760;1.084800;1.084760;1.084800;0
20230901 013400;1.084820;1.084860;1.084790;1.084790;0
20230901 013500;1.084770;1.084780;1.084690;1.084690;0
20230901 013600;1.084690;1.084770;1.084670;1.084740;0
20230901 013700;1.084750;1.084780;1.084750;1.084780;0
20230901 013800;1.084790;1.084790;1.084640;1.084640;0
20230901 013900;1.084630;1.084730;1.084630;1.084690;0
20230901 014000;1.084680;1.084680;1.084590;1.084590;0
20230901 014100;1.084600;1.084610;1.084520;1.084520;0
20230901 014200;1.084530;1.084630;1.084530;1.084630;0
20230901 014300;1.084640;1.084700;1.084630;1.084690;0
20230901 014400;1.084700;1.084770;1.084680;1.084680;0
20230901 014500;1.084680;1.084700;1.084620;1.084620;0
20230901 014600;1.084600;1.084630;1.084530;1.084530;0
20230901 014700;1.084520;1.084580;1.084480;1.084490;0
20230901 014800;1.084480;1.084490;1.084410;1.084410;0
20230901 014900;1.084410;1.084470;1.084380;1.084470;0
20230901 015000;1.084480;1.084520;1.084450;1.084470;0
20230901 015100;1.084460;1.084530;1.084440;1.084530;0
20230901 015200;1.084540;1.084570;1.084500;1.084500;0
20230901 015300;1.084500;1.084700;1.084500;1.084670;0
20230901 015400;1.084670;1.084680;1.084650;1.084680;0
20230901 015500;1.084690;1.084760;1.084570;1.084570;0
20230901 015600;1.084560;1.084660;1.084560;1.084640;0
20230901 015700;1.084650;1.084690;1.084510;1.084510;0
20230901 015800;1.084520;1.084600;1.084520;1.084580;0
20230901 015900;1.084610;1.084630;1.084560;1.084570;0
20230901 020000;1.084570;1.084570;1.083880;1.083920;0
20230901 020100;1.083960;1.084290;1.083960;1.084230;0
20230901 020200;1.084260;1.084430;1.084240;1.084430;0
20230901 020300;1.084430;1.084450;1.084370;1.084410;0
20230901 020400;1.084420;1.084450;1.084140;1.084160;0
20230901 020500;1.084160;1.084160;1.083990;1.084090;0
20230901 020600;1.084080;1.084240;1.084080;1.084240;0
20230901 020700;1.084230;1.084230;1.084130;1.084140;0
20230901 020800;1.084140;1.084180;1.084080;1.084090;0
20230901 020900;1.084090;1.084200;1.084080;1.084180;0
20230901 021000;1.084180;1.084190;1.084120;1.084130;0
20230901 021100;1.084120;1.084170;1.084030;1.084130;0
20230901 021200;1.084140;1.084260;1.084130;1.084170;0
20230901 021300;1.084170;1.084250;1.084090;1.084110;0
